current_a,label
5.061273752387767,0.0
4.888413327721616,0.0
5.086356903403274,0.0
5.256452540842946,0.0
5.057766727503764,0.0
5.307255453178037,0.0
5.200378292070038,0.0
5.312238466866092,0.0
5.206160958337649,0.0
5.185140690043208,0.0
5.38371628328161,0.0
5.269677108142696,0.0
5.1666774818692485,0.0
5.220587421380473,0.0
5.105315263132478,0.0
5.152205118809911,0.0
5.237113584225354,0.0
5.074606126629654,0.0
4.974343817790015,0.0
4.934590437787747,0.0
5.007353082255995,0.0
4.887948745576709,0.0
4.794913366156381,0.0
4.78933413545032,0.0
4.999944447967841,0.0
4.844333690270742,0.0
4.84396631574585,0.0
4.725132426580139,0.0
4.7516355170199995,0.0
4.741084888433977,0.0
4.772323086721944,0.0
4.63662456494607,0.0
4.9187605086000925,0.0
4.820162718278443,0.0
4.858413930157219,0.0
4.950023281405226,0.0
4.96622991281264,0.0
4.851708192667136,0.0
4.9986591131467115,0.0
5.028147798582453,0.0
5.031615546696635,0.0
5.137416630256394,0.0
5.14177404398528,0.0
5.1635517784281495,0.0
5.254100694442462,0.0
5.144301185496222,0.0
5.167592085765925,0.0
5.260130966116263,0.0
5.172372391836723,0.0
5.245701778864625,0.0
5.143989268108631,0.0
4.969584515191358,0.0
5.249991688585966,0.0
5.023322770966521,0.0
5.091877935455816,0.0
5.223405559439868,0.0
5.200713541083733,0.0
5.208303127535465,0.0
4.859807133656338,0.0
5.060862807583382,0.0
4.974205296303005,0.0
5.067508414872806,0.0
5.0858068649344474,0.0
4.778285911458349,0.0
4.884008622476049,0.0
4.941821805174939,0.0
4.804379841050893,0.0
4.996354896764617,0.0
4.769632575375951,0.0
4.772437450626692,0.0
4.692669256767001,0.0
4.8178592458610705,0.0
4.507978573921426,0.0
4.797036723494193,0.0
4.965112530847434,0.0
4.718925151065119,0.0
4.720639510854579,0.0
5.020854172177894,0.0
5.063399256238989,0.0
4.833178401628228,0.0
5.173309509576159,0.0
5.074566977276172,0.0
5.166711812796044,0.0
5.011643384063942,0.0
5.2664925990418405,0.0
5.114645953862405,0.0
5.13062196047207,0.0
5.226456327690611,0.0
5.1510206526286995,0.0
5.045473115220657,0.0
5.213176745370464,0.0
5.165707149236732,0.0
5.113407766465775,0.0
5.302235593971365,0.0
5.4010119550687,0.0
5.049479523189205,0.0
5.137267267861762,0.0
5.050916426716697,0.0
5.290602666782378,0.0
5.08041770515109,0.0
5.09265193740702,0.0
5.086852835868454,0.0
4.951169659929079,0.0
4.890523523900197,0.0
5.034299471496482,0.0
4.936335088621743,0.0
4.753579468459306,0.0
4.749356367627696,0.0
4.770808822383098,0.0
4.918376753026918,0.0
4.947344753415993,0.0
5.017642744260222,0.0
4.738933474781971,0.0
4.835841737560849,0.0
4.79820566575991,0.0
4.840379562424125,0.0
4.975471787342138,0.0
4.9046594892569315,0.0
5.0698313382592435,0.0
4.917134548313915,0.0
5.074193995678644,0.0
4.987063377090229,0.0
4.878131594502141,0.0
4.988699069958931,0.0
5.130013791830574,0.0
5.333609700335946,0.0
5.115876953798379,0.0
5.161307612978572,0.0
5.239195530726047,0.0
5.13760433365677,0.0
5.151624084802753,0.0
5.204740165993982,0.0
5.146536863398863,0.0
4.999875660690821,0.0
5.096752020558731,0.0
5.202871666153718,0.0
5.182109345995788,0.0
5.224368203022637,0.0
5.187299729694648,0.0
4.941208224818215,0.0
4.925397267717605,0.0
4.8985242329053555,0.0
4.922931514531595,0.0
4.8468192972845685,0.0
4.864939419282823,0.0
4.77131421373323,0.0
4.916599707316328,0.0
4.726963221750266,0.0
4.710011559270609,0.0
4.85447508374171,0.0
4.8722300077719085,0.0
4.7799604114268535,0.0
4.8967080177925,0.0
4.901507774031191,0.0
5.028149986151204,0.0
4.93191908867224,0.0
5.0532183336319845,0.0
4.915455861032543,0.0
5.078224789634014,0.0
5.110858270669062,0.0
4.985808440157289,0.0
4.9625022385268664,0.0
5.010603039352366,0.0
5.132373881809876,0.0
5.002644234965768,0.0
5.0960991692482756,0.0
5.281568996552377,0.0
5.244917771164288,0.0
4.9549700419060745,0.0
5.064284483905933,0.0
5.415888624214975,0.0
5.315482722986195,0.0
5.131895376607702,0.0
5.029323804991401,0.0
5.036808054618056,0.0
5.192283456096463,0.0
5.31518774858144,0.0
5.282055030082756,0.0
4.904160977991009,0.0
5.0016326199601755,0.0
4.914216687517709,0.0
4.982330135225656,0.0
4.805014997968508,0.0
4.854548922771054,0.0
4.795651894275632,0.0
4.910882034378087,0.0
4.786663023285543,0.0
4.784643897037842,0.0
4.860855210435579,0.0
4.96670153165682,0.0
5.0115775676539505,0.0
4.848076653915809,0.0
4.800957202753696,0.0
4.953461673678437,0.0
4.954962826129932,0.0
4.946819914685142,0.0
4.724578106176951,0.0
5.030096038479401,0.0
4.9740989092756225,0.0
4.8794286412158225,0.0
4.932899661924383,0.0
5.089576743115404,0.0
4.810723354947423,0.0
5.078329697012009,0.0
5.052122795947372,0.0
5.065790501188648,0.0
5.116136903471106,0.0
5.030302254871924,0.0
5.295487333937133,0.0
4.984762429118028,0.0
